usCite,term,chief,caseName,majOpinWriter,majVotes,minVotes,vote_HHBurton,vote_RHJackson,vote_WODouglas,vote_FFrankfurter,vote_SFReed,vote_HLBlack,vote_WBRutledge,vote_FMurphy,vote_FMVinson,vote_TCClark,vote_SMinton,vote_EWarren,vote_JHarlan2,vote_WJBrennan,vote_CEWhittaker,vote_PStewart,vote_BRWhite,vote_AJGoldberg,vote_AFortas,vote_TMarshall,vote_WEBurger,vote_HABlackmun,vote_LFPowell,vote_WHRehnquist,vote_JPStevens,vote_SDOConnor,vote_AScalia,vote_AMKennedy,vote_DHSouter,vote_CThomas,vote_RBGinsburg,vote_SGBreyer,vote_JGRoberts,vote_SAAlito,vote_SSotomayor,vote_EKagan,vote_NMGorsuch,vote_BMKavanaugh,vote_ACBarrett,dateDecision,Filed Date,Year,BG_include,Westlaw_search,Include?,decisionFavored_BG,sgFavoredOrRep,party1,party2,partyDecisionFavored,partySGFavored,lawEconCitation,Notes
496 U.S. 543,1989,Rehnquist,"TEXACO INC. v. RICKY HASBROUCK, DBA RICK'S TEXACO, et al.",103,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,1,NA,1,NA,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990/06/14 00:00:00,1990,Yes,Yes,Yes,P,D,Bigger company,Smaller company,p2,p1,Yes,P2 is the winner (original plaintiff)
497 U.S. 116,1989,Rehnquist,"MAISLIN INDUSTRIES, U.S., INC., et al. v. PRIMARY STEEL, INC., et al.",92,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,1,NA,2,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990/06/21 00:00:00,1990,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
497 U.S. 199,1989,Rehnquist,KANSAS et al. v. UTILICORP UNITED INC.,106,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,2,NA,2,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990/06/21 00:00:00,1990,Yes,Yes,Yes,D,D,State government,Company,p2,p2,Yes,NA
498 U.S. 46,1990,Rehnquist,"JAY PALMER et al. v. BRG OF GEORGIA, INC., et al.",NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,NA,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990/11/26 00:00:00,1990,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
499 U.S. 365,1990,Rehnquist,"CITY OF COLUMBIA et al. v. OMNI OUTDOOR ADVERTISING, INC.",105,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,1,NA,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991/04/01 00:00:00,1991,Yes,Yes,Yes,D,None,City government,Company,p1,None,Yes,P1 is the winner (original defendant)
500 U.S. 20,1990,Rehnquist,ROBERT D. GILMER v. INTERSTATE/JOHNSON LANE CORPORATION,95,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,1,NA,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991/05/13 00:00:00,1991,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
500 U.S. 322,1990,Rehnquist,"SUMMIT HEALTH, LTD., et al. v. SIMON J. PINHAS",103,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991/05/28 00:00:00,1991,Yes,Yes,Yes,P,P,Company,Individual,p2,p2,No,P2 is the winner (original plaintiff)
501 U.S. 560,1990,Rehnquist,"MICHAEL BARNES, PROSECUTING ATTORNEY OF ST. JOSEPH COUNTY, INDIANA, et al. v. GLEN THEATRE, INC., et al.",102,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,NA,5,2,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991/06/21 00:00:00,1991,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
501 U.S. 808,1990,Rehnquist,PERVIS TYRONE PAYNE v. TENNESSEE,102,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,2,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991/06/27 00:00:00,1991,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
503 U.S. 258,1991,Rehnquist,"ROBERT G. HOLMES, JR. v. SECURITIES INVESTOR PROTECTION CORPORATION, et al.",107,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,1,4,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992/03/24 00:00:00,1992,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
504 U.S. 374,1991,Rehnquist,"DAN MORALES, ATTORNEY GENERAL OF TEXAS v. TRANS WORLD AIRLINES, INC., et al.",105,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,2,2,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992/06/01 00:00:00,1992,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
504 U.S. 451,1991,Rehnquist,"EASTMAN KODAK COMPANY v. IMAGE TECHNICAL SERVICES, INC., et al.",100,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992/06/08 00:00:00,1992,Yes,Yes,Yes,P,D,Bigger company,Smaller company,p2,p1,Yes,P2 is the winner (original plaintiff)
504 U.S. 621,1991,Rehnquist,"FEDERAL TRADE COMMISSION v. TICOR TITLE INSURANCE COMPANY, et al.",106,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,2,1,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992/06/12 00:00:00,1992,Yes,Yes,Yes,P,"NA",Federal government,Company,p1,p1,No,NA
505 U.S. 377,1991,Rehnquist,"RAV v. CITY OF ST. PAUL, MINNESOTA",105,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,1,4,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992/06/22 00:00:00,1992,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
506 U.S. 263,1992,Rehnquist,"JAYNE BRAY, et al. v. ALEXANDRIA WOMEN'S HEALTH CLINIC et al.",105,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,1,2,2,1,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993/01/13 00:00:00,1993,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
506 U.S. 447,1992,Rehnquist,"SPECTRUM SPORTS, INC., et al. v. SHIRLEY MCQUILLAN, ET VIR, DBA SORBOTURF ENTERPRISES",95,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993/01/25 00:00:00,1993,Yes,Yes,Yes,D,D,Bigger company,Smaller company,p1,p1,Yes,P1 is the winner (original defendant)
507 U.S. 218,1992,Rehnquist,"BUILDING AND CONSTRUCTION TRADES COUNCIL OF THE METROPOLITAN DISTRICT v. ASSOCIATED BUILDERS AND CONTRACTORS OF MASSACHUSETTS/RHODE ISLAND, INC., et al.",100,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993/03/08 00:00:00,1993,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
508 U.S. 49,1992,Rehnquist,"PROFESSIONAL REAL ESTATE INVESTORS, INC., et al. v. COLUMBIA PICTURES INDUSTRIES, INC., et al.",108,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,4,4,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993/05/03 00:00:00,1993,Yes,Yes,Yes,D,D,Company,Company,p2,p2,Yes,NA
508 U.S. 286,1992,Rehnquist,"MUSICK, PEELER & GARRETT, et al. v. EMPLOYERS INSURANCE OF WAUSAU et al.",106,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,1,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993/06/01 00:00:00,1993,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
508 U.S. 491,1992,Rehnquist,"UNITED STATES DEPARTMENT OF THE TREASURY AND MITCHELL A. LEVINE, ASSISTANT COMMISSIONER v. GEORGE FABE, SUPERINTENDENT OF INSURANCE OF OHIO",100,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993/06/11 00:00:00,1993,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
509 U.S. 209,1992,Rehnquist,BROOKE GROUP LTD. v. BROWN & WILLIAMSON TOBACCO CORPORATION,106,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993/06/21 00:00:00,1993,Yes,Yes,Yes,D,None,Smaller company,Bigger company,p2,None,Yes,NA
509 U.S. 764,1992,Rehnquist,"HARTFORD FIRE INSURANCE CO., et al. v. CALIFORNIA et al.",105,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,1,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993/06/28 00:00:00,1993,Yes,Yes,Yes,D,P,Company,State government,p1,p2,Yes,P1 is the winner (original defendant)
510 U.S. 249,1993,Rehnquist,"NATIONAL ORGANIZATION FOR WOMEN, INC., ETC., et al. v. JOSEPH SCHEIDLER et al.",102,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994/01/24 00:00:00,1994,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
511 U.S. 383,1993,Rehnquist,"C & A CARBONE, INC., et al. v. TOWN OF CLARKSTOWN, NEW YORK",106,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,4,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994/05/16 00:00:00,1994,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
511 U.S. 513,1993,Rehnquist,"POSTERS 'N' THINGS, LTD., et al. v. UNITED STATES",100,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,4,4,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994/05/23 00:00:00,1994,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
511 U.S. 600,1993,Rehnquist,"HAROLD E. STAPLES, III v. UNITED STATES",108,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,4,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994/05/23 00:00:00,1994,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
512 U.S. 622,1993,Rehnquist,"TURNER BROADCASTING SYSTEM, INC., et al. v. FEDERAL COMMUNICATIONS COMMISSION et al.",106,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,3,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994/06/27 00:00:00,1994,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
512 U.S. 874,1993,Rehnquist,"JACKIE HOLDER, ETC., et al. v. E. K. HALL, SR., et al.",106,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,4,4,5,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994/06/30 00:00:00,1994,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
513 U.S. 10,1994,Rehnquist,UNITED STATES v. RESHAT SHABANI,104,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1994/11/01 00:00:00,1994,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
513 U.S. 179,1994,Rehnquist,"ASGROW SEED COMPANY v. DENNY WINTERBOER AND BECKY WINTERBOER, DBA DEEBEES",105,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1995/01/18 00:00:00,1995,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
513 U.S. 561,1994,Rehnquist,"ARTHUR L. GUSTAFSON, et al. v. ALLOYD COMPANY, INCORPORATED, FKA ALLOYD HOLDINGS, INCORPORATED, et al.",106,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1995/02/28 00:00:00,1995,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
514 U.S. 549,1994,Rehnquist,"UNITED STATES v. ALFONSO LOPEZ, JR.",102,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1995/04/26 00:00:00,1995,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
517 U.S. 25,1995,Rehnquist,"BARNETT BANK OF MARION COUNTY, N. A. v. BILL NELSON, FLORIDA INSURANCE COMMISSIONER, et al.",110,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1996/03/26 00:00:00,1996,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
517 U.S. 484,1995,Rehnquist,"44 LIQUORMART, INC. AND PEOPLES SUPER LIQUOR STORES, INC. v. RHODE ISLAND AND RHODE ISLAND LIQUOR STORES ASSOCIATION",103,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,4,1,4,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1996/05/13 00:00:00,1996,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
518 U.S. 231,1995,Rehnquist,"ANTONY BROWN, et al. v. PRO FOOTBALL, INC., DBA WASHINGTON REDSKINS, et al.",110,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1996/06/20 00:00:00,1996,Yes,Yes,Yes,D,None,Individuals,Companies,p2,None,Yes,NA
520 U.S. 180,1996,Rehnquist,"TURNER BROADCASTING SYSTEM, INC., et al. v. FEDERAL COMMUNICATIONS COMMISSION et al.",106,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,1,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1997/03/31 00:00:00,1997,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
520 U.S. 397,1996,Rehnquist,"BOARD OF THE COUNTY COMMISSIONERS OF BRYAN COUNTY, OKLAHOMA v. JILL BROWN et al.",104,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1997/04/28 00:00:00,1997,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
520 U.S. 564,1996,Rehnquist,"CAMPS NEWFOUND/OWATONNA, INC. v. TOWN OF HARRISON, MAINE, et al.",103,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1997/05/19 00:00:00,1997,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
521 U.S. 457,1996,Rehnquist,"DAN GLICKMAN, SECRETARY OF AGRICULTURE v. WILEMAN BROTHERS & ELLIOTT, INC., et al.",103,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1997/06/25 00:00:00,1997,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
522 U.S. 3,1997,Rehnquist,"STATE OIL COMPANY v. BARKAT U. KHAN AND KHAN & ASSOCIATES, INC.",104,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1997/11/04 00:00:00,1997,Yes,Yes,Yes,D,D,Bigger company,Smaller company,p1,p1,Yes,P1 is the winner (original defendant)
525 U.S. 128,1998,Rehnquist,"NYNEX CORPORATION, et al. v. DISCON, INCORPORATED",110,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1998/12/14 00:00:00,1998,Yes,Yes,Yes,D,D,Company,Company,p1,p1,Yes,P1 is the winner (original defendant)
525 U.S. 299,1998,Rehnquist,"HUMANA INC., et al. v. MARY FORSYTH et al.",109,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1999/01/20 00:00:00,1999,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
525 U.S. 459,1998,Rehnquist,NATIONAL COLLEGIATE ATHLETIC ASSOCIATION v. R. M. SMITH,109,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1999/02/23 00:00:00,1999,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
526 U.S. 756,1998,Rehnquist,CALIFORNIA DENTAL ASSOCIATION v. FEDERAL TRADE COMMISSION,107,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1999/05/24 00:00:00,1999,Yes,Yes,Yes,D,"NA",Professional association,Government,p1,p2,Yes,P1 is the winner (original defendant)
527 U.S. 666,1998,Rehnquist,COLLEGE SAVINGS BANK v. FLORIDA PREPAID POSTSECONDARY EDUCATION EXPENSE BOARD et al.,105,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1999/06/23 00:00:00,1999,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
529 U.S. 598,1999,Rehnquist,"UNITED STATES v. ANTONIO J. MORRISON, et al.",102,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2000/05/15 00:00:00,2000,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
529 U.S. 765,1999,Rehnquist,"VERMONT AGENCY OF NATURAL RESOURCES v. UNITED STATES, EX REL., JONATHAN STEVENS",105,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,1,1,4,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,2000/05/22 00:00:00,2000,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
531 U.S. 79,2000,Rehnquist,GREEN TREE FINANCIAL CORP.-ALABAMA AND GREEN TREE FINANCIAL CORPORATION v. LARKETTA RANDOLPH,102,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2000/12/11 00:00:00,2000,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
532 U.S. 234,2000,Rehnquist,"MICHAEL F. EASLEY, * GOVERNOR OF NORTH CAROLINA, et al. v. MARTIN CROMARTIE, et al.",110,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2001/04/18 00:00:00,2001,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
533 U.S. 158,2000,Rehnquist,"CEDRIC KUSHNER PROMOTIONS, LTD. v. DON KING, et al.",110,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2001/06/11 00:00:00,2001,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
536 U.S. 516,2001,Rehnquist,BE & K CONSTRUCTION COMPANY v. NATIONAL LABOR RELATIONS BOARD et al.,104,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,3,1,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,2002/06/24 00:00:00,2002,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
538 U.S. 329,2002,Rehnquist,"KENTUCKY ASSOCIATION OF HEALTH PLANS, INC., et al. v. JANIE A. MILLER, COMMISSIONER, KENTUCKY DEPARTMENT OF INSURANCE",105,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2003/04/02 00:00:00,2003,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
538 U.S. 701,2002,Rehnquist,"INYO COUNTY, CALIFORNIA, et al. v. PAIUTE-SHOSHONE INDIANS OF THE BISHOP COMMUNITY OF THE BISHOP COLONY et al.",109,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2003/05/19 00:00:00,2003,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
540 U.S. 398,2003,Rehnquist,"VERIZON COMMUNICATIONS INC. v. LAW OFFICES OF CURTIS V TRINKO, LLP",105,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,1,1,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2004/01/13 00:00:00,2004,Yes,Yes,Yes,D,D,Company,Individuals,p1,p1,Yes,P1 is the winner (original defendant)
540 U.S. 736,2003,Rehnquist,UNITED STATES POSTAL SERVICE v. FLAMINGO INDUSTRIES (USA) LTD. et al.,106,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2004/02/25 00:00:00,2004,Yes,Yes,Yes,D,"NA",Federal government,Company,p1,p1,No,P1 is the winner (original defendant)
542 U.S. 155,2003,Rehnquist,"F. HOFFMANN-LA ROCHE LTD, et al. v. EMPAGRAN S.A. et al.",110,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,4,1,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2004/06/14 00:00:00,2004,Yes,Yes,Yes,D,D,Company,Individuals,p1,p1,Yes,P1 is the winner (original defendant)
543 U.S. 157,2004,Rehnquist,"COOPER INDUSTRIES, INC. v. AVIALL SERVICES, INC.",108,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2004/12/13 00:00:00,2004,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
